"MIM"	"OMIM_disease_title"	"phecodes"
"OMIM_614298"	"#614298 NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4;;MITOCHONDRIAL PROTEIN-ASSOCIATED NEURODEGENERATION; MPAN"	"290.1,290.12,292.1,312.3,331,332,333.1,333.4,334.1,350.1,350.2,350.5,359.1,367.9,377.1,772.1"
"OMIM_615043"	"#615043 SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE; SPG43"	"292.1,334.1,350.2,350.5,687.4,739,772.1"
"OMIM_170100"	"#170100 PROLIDASE DEFICIENCY"	"242.3,285,287.3,292.2,362.7,367.9,374.3,389,448,465,480,495,496,521.1,526.3,573.3,579.2,695,695.42,698,704.2,706.8,707,736.4,743.1,938"
"OMIM_613470"	"#613470 HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASEDEFICIENCY"	"282,315.3,334.1,573.5,574.2,574.3,579.2,772.3"
"OMIM_256300"	"#256300 NEPHROTIC SYNDROME, TYPE 1; NPHS1;;FINNISH CONGENITAL NEPHROSIS; CNF;;NEPHROTIC SYNDROME, CONGENITAL"	"244,269,272.1,530.11,537,579,580,580.4,585.2,586.2,782.3"
"OMIM_221770"	"POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY"	"204,290.12,292.1,292.12,292.3,312,324,331,331.1,333.2,333.3,345.3,348.9,350.1,350.2,350.5,356,357,599.4,733.2,741.2,743.1,743.2,745,772.2"
"OMIM_614229"	"#614229 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11; SCAR11"	"292.1,334.1,378.2,532"
"OMIM_117000"	"#117000 CENTRAL CORE DISEASE OF MUSCLE;;CCD;;CCOMINICORE MYOPATHY, MODERATE, WITH HAND INVOLVEMENT, INCLUDED;;MULTICORE MYOPATHY, MODERATE, WITH HAND INVOLVEMENT, INCLUDED;;MULTIMINICORE DISEASE, MODERATE, WITH HAND INVOLVEMENT, INCLUDED;;NEUROMUSCULAR DISEASE, CONGENITAL, WITH UNIFORM TYPE 1 FIBER, INCLUDED;CNMDU1, INCLUDED"	"350.3,359.2,735.1,737.3,739,772.1,772.3,783"
"OMIM_145600"	"#145600 MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 1; MHS1;;MHS;;HYPERTHERMIA OF ANESTHESIA;;HYPERPYREXIA, MALIGNANT; MHKING SYNDROME, INCLUDED;;KING-DENBOROUGH SYNDROME, INCLUDED"	"275.53,276.13,276.41,427.7,458,772.4,783"
"OMIM_613845"	"#613845 HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS;;HUPRA SYNDROME"	"250.2,269,275.3,276.12,276.42,285,287.3,350.3,415.21,509.1,585.3,586,599.5,772.1"
"OMIM_615812"	"#615812 ABDOMINAL OBESITY-METABOLIC SYNDROME 3; AOMS3;;CENTRAL OBESITY, TYPE 2 DIABETES, HYPERTENSION, AND EARLY-ONSET CORONARYARTERY DISEASE"	"272.11,278.1,401,433.21"
"OMIM_240900"	"#240900 HYPOINSULINEMIC HYPOGLYCEMIA WITH HEMIHYPERTROPHY; HIHGHH"	"278.1,345.3,612.2"
"OMIM_614895"	"#614895 CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F; CMT4F"	"334.1,350.5,356,357,473.3,687.4,737.3,741.3,772.1,772.3"
"OMIM_613177"	"#613177 CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC; ARCL1C;;CUTIS LAXA WITH SEVERE PULMONARY, GASTROINTESTINAL, AND URINARY ABNORMALITIES;;URBAN-RIFKIN-DAVIS SYNDROME; URDS"	"479,496.1,526.3,530.11,537,550.1,550.4,565,595,596,701,728.2"
"OMIM_615573"	"#615573 NEPHROTIC SYNDROME, TYPE 9; NPHS9"	"269,580,585.3,782.3"
"OMIM_248600"	"MAPLE SYRUP URINE DISEASE"	"251.1,276.41,292.6,315.3,334.1,345.3,348.2,348.7,350.3,577,772.2,789,798"
"OMIM_613501"	"#613501 AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE; AGM3;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO CD79A DEFECT"	"041,381.1,497,561.1"
"OMIM_128235"	"DYSTONIA 12"	"292.1,292.11,296.2,300.1,332,350.1,350.2,532,723.1,781.2"
"OMIM_601338"	"#601338 CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURALHEARING LOSS; CAPOS"	"292.1,333.4,334.1,342,350.3,350.5,359.2,367.9,374.3,377.1,378.2,378.5,389.1,772.3"
"OMIM_614820"	"#614820 ALTERNATING HEMIPLEGIA OF CHILDHOOD 2; AHC2"	"292.4,333.3,333.4,334.1,342,344,345.1,378"
"OMIM_615980"	"#615980 LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6; FPLD6;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH LIPE MUTATIONS"	"250.2,278.1,359.1,571.5"
"OMIM_609033"	"#609033 POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA; AXPC1;;PCARP"	"315.3,334.1,350.2,350.5,359.1,362.7,367.9,368.4,377.1,530.5,591,599.4,737.3,739,772.1"
"OMIM_104310"	"ALZHEIMER DISEASE 2"	"290.1,290.11,290.12,332"
"OMIM_107741"	"APOLIPOPROTEIN E"	"250.4,272.11,272.12,278.1,290.11,411.3,443.9"
"OMIM_269600"	"SEA-BLUE HISTIOCYTE DISEASE"	"286,287.3,289.4,362.3,371.3,514,571.51,573.3,579.2,694.2,782.3"
"OMIM_278730"	"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP D"	"292.4,315.3,333.3,334.1,350.1,350.5,368.9,369.5,370,374.1,389.1,448,694.2,938"
"OMIM_604805"	"SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT"	"334.1,350.1,350.2,350.5,596.5,599.4,599.9,772.3"
"OMIM_160900"	"#160900 MYOTONIC DYSTROPHY 1; DM1;;DYSTROPHIA MYOTONICA 1;;DYSTROPHIA MYOTONICA; DM;;STEINERT DISEASE"	"292.2,300.3,315.3,327.1,331,331.1,350.3,352,352.2,359.1,366,378,426.21,427,427.21,427.22,509,512.9,532,550,574.1,772.1,772.2"
"OMIM_606612"	"#606612 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH OR WITHOUTMENTAL RETARDATION), TYPE B, 5; MDDGB5;;MUSCULAR DYSTROPHY, CONGENITAL, 1C; MDC1C;;MUSCULAR DYSTROPHY, CONGENITAL, FKRP-RELATED"	"315.3,334.1,348.4,348.9,350.2,352.2,359.1,509,727.7,737.1,737.2,737.3,741.3,770,771.2,772.1,772.3"
"OMIM_607155"	"#607155 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 5; MDDGC5;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I; LGMD2I;;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, FRKP-RELATED"	"327.31,350.2,359.1,414,425,509,727.7,737.1,737.2,737.3,741.3,770,771.2,772.3"
"OMIM_615637"	"#615637 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41; MRT41"	"300.1,313.2,315.3,345.3,350.3,526.3"
"OMIM_120970"	"CONE-ROD DYSTROPHY 2"	"362.7,363.4,367.9,368,368.4"
"OMIM_615067"	"#615067 CILIARY DYSKINESIA, PRIMARY, 20; CILD20;;CILIARY DYSKINESIA, PRIMARY, 20, WITH OR WITHOUT SITUS INVERSUS"	"381.1,475,480,496.3,508,509,512.8"
"OMIM_611556"	"#611556 GLYCOGEN STORAGE DISEASE 0, MUSCLE; GSD0B;;GSD 0B;;; MUSCLE GLYCOGEN STORAGE DISEASE 0;;MUSCLE GLYCOGEN SYNTHASE DEFICIENCY"	"345.1,416,425,798"
"OMIM_604559"	"#604559 PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IB; PFHB1B;;PFHBIB"	"426.32,426.8,427.8,788"
"OMIM_616282"	"#616282 SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT; SPG73"	"334.1,350.5,741.3,772.1,772.3"
"OMIM_605589"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B2"	"350.5,359.1,687.4,772.1"
"OMIM_613402"	"#613402 MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY; MCSZ;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 10; EIEE10"	"313.1,315.3,334.1,345.11,348.9,350.3,350.5,772.1"
"OMIM_271930"	"#271930 STRIATONIGRAL DEGENERATION, INFANTILE; SNDI;;INFANTILE BILATERAL STRIATAL NECROSIS; IBSN;;BILATERAL STRIATAL NECROSIS, INFANTILE;;STRIATAL DEGENERATION, FAMILIAL"	"315.3,333.3,333.4,350.1,377.1,378.2,532"
"OMIM_614369"	"#614369 PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS; PNMHH"	"333.1,350.5,356,473.4,772.1,772.3"
"OMIM_615381"	"#615381 MANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHYSYNDROME; MDPL"	"242.3,250.2,272.12,277.51,389.1,448,473.4,524.3,526.3,571.5,573.3,573.6,737.1,737.3,739,743.1"
"OMIM_616007"	"#616007 CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURALHEARING LOSS, AND SKELETAL DYSPLASIA; CAGSSS"	"253.5,350.5,356,366,378.2,389.1,687.4,720,737.3,739,743"
"OMIM_611762"	"#611762 FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 2; FCAS2"	"339,389.1,528.12,745,770,783,785,790.8,947"
"OMIM_605361"	"SPINOCEREBELLAR ATAXIA 14"	"292.1,292.3,292.4,296.2,313.1,333,334.1,350.3,350.5,352.2,378.2,532"
"OMIM_613690"	"#613690 CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7; CMH7"	"416,425,427.21"
"OMIM_606763"	"#606763 CILIARY DYSKINESIA, PRIMARY, 2; CILD2;;CILIARY DYSKINESIA, PRIMARY, 2, WITH OR WITHOUT SITUS INVERSUS"	"381.1,389,465,471,475,496.3,512.9"
"OMIM_615895"	"#615895 POLYGLUCOSAN BODY MYOPATHY, EARLY-ONSET, WITH OR WITHOUT IMMUNODEFICIENCY;PBMEI"	"289.4,374.3,425,573.3,573.6,737.3,770,772.3,939"
"OMIM_211500"	"BULBAR PALSY, PROGRESSIVE, OF CHILDHOOD"	"334.2,350.5,352,374.3,479,532,772.3"
"OMIM_211530"	"#211530 BROWN-VIALETTO-VAN LAERE SYNDROME 1; BVVLS1;;BULBAR PALSY, PROGRESSIVE, WITH SENSORINEURAL DEAFNESS;;PONTOBULBAR PALSY WITH DEAFNESS"	"327.31,334.1,334.2,350.1,350.3,352,352.2,356,374.3,378.5,389.1,465,473.3,473.4,479,512.7,529,532,737.1,737.3,772.1,772.3"
"OMIM_610245"	"#610245 SPINOCEREBELLAR ATAXIA 23; SCA23"	"292.1,331,333.1,334.1,341,350.3,350.5,356,378.2"
"OMIM_613908"	"#613908 SPINOCEREBELLAR ATAXIA 35; SCA35"	"292.1,333.1,334.1,350.3,350.5,723.1,741.3"
"OMIM_614153"	"#614153 SPINOCEREBELLAR ATAXIA 36; SCA36"	"292.1,334.1,350.3,350.5,378.2,529"
"OMIM_217400"	"CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS"	"364.1,364.5,367.9,378.2,389,389.1"
"OMIM_234200"	"#234200 NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1; NBIA1;;PANTOTHENATE KINASE-ASSOCIATED NEURODEGENERATION; PKAN;;PKAN NEUROAXONAL DYSTROPHY, JUVENILE-ONSET;;HALLERVORDEN-SPATZ DISEASE"	"260,290.1,290.12,292.1,296.2,300.3,313.1,313.2,331,332,333.1,333.3,333.4,334.1,345.3,350.1,350.2,350.5,359.2,362,362.7,367.9,374,377.1,465,473.4,532,563,599.4,694.2,772.2"
"OMIM_607236"	"HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA,AND PALLIDAL DEGENERATION"	"277.51,290.1,292.1,333.4,333.8,350.1,362.7,532"
"OMIM_123400"	"CREUTZFELDT-JAKOB DISEASE"	"290.1,292.11,292.3,292.6,295.2,296.2,300.1,333,333.2,334.1,342,367.9,378"
"OMIM_137440"	"#137440 GERSTMANN-STRAUSSLER DISEASE; GSD;;ENCEPHALOPATHY, SUBACUTE SPONGIFORM, GERSTMANN-STRAUSSLER TYPE;;GERSTMANN-STRAUSSLER-SCHEINKER DISEASE; GSS;;CEREBELLAR ATAXIA, PROGRESSIVE DEMENTIA, AND AMYLOID DEPOSITS IN CNS;;AMYLOIDOSIS, CEREBRAL, WITH SPONGIFORM ENCEPHALOPATHY;;PRION DEMENTIACEREBRAL AMYLOID ANGIOPATHY, PRNP-RELATED, INCLUDED"	"260,290.1,290.12,292.1,292.12,292.3,295.3,296.2,312,332,333.1,333.2,334.1,350.1,350.5,378.2,772.3"
"OMIM_600072"	"#600072 FATAL FAMILIAL INSOMNIA; FFI;;INSOMNIA, FATAL FAMILIAL"	"260,290.1,292.1,327.4,331,333.2,334.1,337,368.2,513.31,532,563,599.2,705.8,783"
"OMIM_603218"	"HUNTINGTON DISEASE-LIKE 1"	"290.1,292.1,295.2,296.2,300.1,312,331,333.3,350.2,350.3"
"OMIM_173650"	"KINDLER SYNDROME"	"448,521.1,523.3,694,694.2,938"
"OMIM_605231"	"#605231 BARDET-BIEDL SYNDROME 6; BBS6"	"250.2,278.1,315.3,362.7,586.2"
"OMIM_236250"	"#236250 HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATEREDUCTASE ACTIVITY;;METHYLENETETRAHYDROFOLATE REDUCTASE DEFICIENCY;;MTHFR DEFICIENCYMTHFR DEFICIENCY, THERMOLABILE TYPE, INCLUDED"	"345.3,350.2,350.3,433.21,687.4,772.3"
"OMIM_615084"	"#615084 MITOCHONDRIAL DNA DEPLETION SYNDROME 11; MTDPS11"	"315.3,350.5,352.2,374.3,378,425,427,473.4,512.7,561.1,737.1,772.1,789,798"
"OMIM_224100"	"ANEMIA, DYSERYTHROPOIETIC CONGENITAL, TYPE II"	"284,573.5,574.1,579.2"
"OMIM_613471"	"#613471 REYNOLDS SYNDROME;;PRIMARY BILIARY CIRRHOSIS, SCLERODERMA, RAYNAUD DISEASE, AND TELANGIECTASIA"	"274.21,277.4,323,370.31,443.8,448,509,527.7,557,571.51,571.6,572,573.3,573.5,573.6,578,579.2,687.1,694.2,695.7,698,701.3,707,716,770"
"OMIM_122000"	"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1"	"278.1,364.5,365,370,524.3"
"OMIM_612674"	"#612674 POLYNEUROPATHY, HEARING LOSS, ATAXIA, RETINITIS PIGMENTOSA, AND CATARACT;PHARC"	"292.1,333.1,334.1,350.1,350.3,350.5,356,362.7,366,377.1,378.2,389.1,687.4,727.7,772.1"
"OMIM_612714"	"#612714 EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIALHYPEROSTOSIS"	"260,284,476,495,521.1,557,573.3,573.5,577,579.2,687.1,743"
"OMIM_266130"	"#266130 GLUTATHIONE SYNTHETASE DEFICIENCY; GSSD;;5-@OXOPROLINURIA;;PYROGLUTAMIC ACIDURIA"	"276.41,283,292.1,295.3,315.3,333.1,334.1,345.3,362.7"
"OMIM_606889"	"ALZHEIMER DISEASE 4"	"270.33,290.1,290.11,327.6"
"OMIM_613697"	"CARDIOMYOPATHY, DILATED, 1V"	"425,428.1,788"
"OMIM_612016"	"#612016 COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4;;SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 9; SCAR9"	"276.41,333.1,333.2,334.1,345.3,350.3,350.5,772.3,798"
"OMIM_616026"	"#616026 FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THEYOUNG; FRTS4;;FRTS4 WITH MODY"	"250.2,250.5,251.1,261.41,275.53,573.3"
"OMIM_615399"	"#615399 PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2; PNH2"	"283,285.8,339,512.7,561.1,745,785,798,947"
"OMIM_256540"	"NEURAMINIDASE DEFICIENCY WITH BETA-GALACTOSIDASE DEFICIENCY"	"228,292.2,315.3,331,345.3,364.1,389,448,571.5"
"OMIM_143880"	"#143880 HYPERCALCEMIA, INFANTILE;;HYPERCALCEMIA, IDIOPATHIC, OF INFANCY"	"260,276.5,315.3,350.3,394.1,395.4,594.1,599.5,789,798"
"OMIM_261680"	"261680 PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC;;PCK1 DEFICIENCY, CYTOSOLIC;;PEPCK DEFICIENCY, CYTOSOLIC"	"251.1,331,345.3,377.1,513.3,513.31,571.5,573,586"
"OMIM_182980"	"SPINAL MUSCULAR ATROPHY, PROXIMAL, ADULT, AUTOSOMAL DOMINANTSPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE, INCLUDED"	"334.2,350.1,350.5,772.3"
"OMIM_608627"	"#608627 AMYOTROPHIC LATERAL SCLEROSIS 8; ALS8"	"331,333.1,334.21,350.1,350.5,359.1,532,771.2,772.1,772.3"
"OMIM_603233"	"PSEUDOHYPOPARATHYROIDISM, TYPE IB"	"252,275.51,275.53,278.1"
"OMIM_102200"	"#102200 PITUITARY ADENOMA, GROWTH HORMONE-SECRETING;;SOMATOTROPINOMA, FAMILIAL ISOLATED; FIS;;ISOLATED FAMILIAL SOMATOTROPINOMA; IFS;;SOMATOTROPHINOMA, FAMILIAL;;ACROMEGALY DUE TO PITUITARY ADENOMAPITUITARY ADENOMA PREDISPOSITION, INCLUDED; PAP, INCLUDED;;PITUITARY ADENOMA, FAMILIAL ISOLATED, INCLUDED; FIPA, INCLUDED;;SOMATOSTATIN ANALOG, RESISTANCE TO, INCLUDED"	"227.3,253.11,253.4,401,416,425,612.1"
"OMIM_612462"	"#612462 PSEUDOHYPOPARATHYROIDISM, TYPE IC; PHP1C;;PHP IC"	"244,252,275.53,278.1,292.2,315.3,345.3,348.9,350.1,366,378.2,743.1"
"OMIM_209880"	"#209880 CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS;;AUTONOMIC CONTROL, CONGENITAL FAILURE OF  ONDINE CURSE, CONGENITALONDINE-HIRSCHSPRUNG DISEASE, INCLUDED; OHD, INCLUDED;;CCHS WITH HIRSCHSPRUNG DISEASE, INCLUDED;;HADDAD SYNDROME, INCLUDED"	"170.2,194,212,292.2,327.31,345.3,350.3,378,389.1,509,513.31,563,705.8"
"OMIM_600513"	"#600513 EPILEPSY, NOCTURNAL FRONTAL LOBE, 1; ENFL1"	"315.3,345.12,345.3"
"OMIM_121200"	"#121200 SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1EPILEPSY, BENIGN NEONATAL, 1, AND/OR MYOKYMIA, INCLUDED;;SEIZURES, BENIGN FAMILIAL NEONATAL, 1, AND/OR MYOKYMIA, INCLUDED"	"345.1,345.11,345.3,358"
"OMIM_613720"	"#613720 EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7; EIEE7"	"315.3,333.4,334.1,345.11,345.3,350.3"
"OMIM_104300"	"ALZHEIMER DISEASE"	"290.1,290.11,290.12,332"
"OMIM_605714"	"#605714 CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED;;AMYLOIDOSIS, CEREBROARTERIAL, APP-RELATED;;AMYLOIDOSIS, HEREDITARY, WITH CEREBRAL HEMORRHAGE, DUTCH VARIANT;HCHWAD;;CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, DUTCH VARIANT;;CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, IOWA VARIANT;;CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ITALIAN VARIANT;;CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT;;CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ARCTIC VARIANT"	"270.33,290.1,291.8,292.3,340,345.3,348.9,350.1,350.2,430,430.2,433.21,433.3,447.1,687.4"
"OMIM_105400"	"AMYOTROPHIC LATERAL SCLEROSIS 1"	"327.3,334,334.2,334.21,350.1,350.5,771.2,772.1,772.3"
"OMIM_607398"	"#607398 GLUCOCORTICOID DEFICIENCY 2; GCCD2;;FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2"	"251.1,253.1,694.2"
"OMIM_615500"	"#615500 CILIARY DYSKINESIA, PRIMARY, 26; CILD26;;CILIARY DYSKINESIA, PRIMARY, 26, WITH OR WITHOUT SITUS INVERSUS"	"381.1,472,475,496.2,496.3,509"
"OMIM_615530"	"#615530 PARKINSON DISEASE 20, EARLY-ONSET; PARK20"	"292.1,292.4,332,333.1,333.4,350.1,350.2,374,378,781.2"
"OMIM_613693"	"#613693 LONG QT SYNDROME 6; LQT6LONG QT SYNDROME 6, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED;;LONG QT SYNDROME 3/6, DIGENIC, INCLUDED; LQT3/6, DIGENIC, INCLUDED"	"426.8,427.41,427.42,788"
"OMIM_601399"	"#601399 PLATELET DISORDER, FAMILIAL, WITH ASSOCIATED MYELOID MALIGNANCY; FPDMM;;PLATELET DISORDER, ASPIRIN-LIKE;;THROMBOCYTOPENIA, FAMILIAL, WITH PROPENSITY TO ACUTE MYELOGENOUS LEUKEMIA;FPD/AML"	"194,200,202.2,204.21,204.3,286.9,287.3,477"
"OMIM_253270"	"HOLOCARBOXYLASE SYNTHETASE DEFICIENCY"	"260,276.41,287.3,291.8,345.3,348.7,350.3,371.9,509,513,513.4,528.5,687.1,704.1,706.8,772.2,789,798"
"OMIM_225400"	"EHLERS-DANLOS SYNDROME, TYPE VI"	"286,350.2,350.3,361,362.3,364.41,364.5,365,367.1,367.9,428.1,442.1,442.4,480,509,512.9,524.3,550,550.1,578,596,701.2,728.2,735.1,737.1,737.3,742.2,743.1"
"OMIM_615481"	"#615481 CILIARY DYSKINESIA, PRIMARY, 24; CILD24;;CILIARY DYSKINESIA, PRIMARY, 24, WITHOUT SITUS INVERSUS"	"472,475,496.3"
"OMIM_236200"	"#236200 HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY;;HOMOCYSTINURIA WITH OR WITHOUT RESPONSE TO PYRIDOXINE;;CYSTATHIONINE BETA-SYNTHASE DEFICIENCY;;CBS DEFICIENCYHYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED, INCLUDED"	"260.6,292.2,301,315.3,342,345.3,361,362.7,365,366,367.1,367.9,377.1,395.1,401,411.2,415.11,430,433.21,433.3,444,451,452,524.3,530.2,550,550.1,571.5,573.3,573.6,577,578,694,736.4,737.1,737.3,741.2,743.1,743.2,782.6,947"
"OMIM_604219"	"#604219 CATARACT 9, MULTIPLE TYPES; CTRCT9;;CATARACT 9, MULTIPLE TYPES, WITH OR WITHOUT MICROCORNEA;;CATARACT, AUTOSOMAL DOMINANT;;CATARACT, AUTOSOMAL RECESSIVE CONGENITAL 1; CATC1"	"365,366,368.1,378,378.2"
"OMIM_254800"	"MYOCLONIC EPILEPSY OF UNVERRICHT AND LUNDBORG"	"292.1,292.4,333.2,334.1,345.1,345.3"
"OMIM_240300"	"#240300 AUTOIMMUNE POLYENDOCRINE SYNDROME, TYPE I, WITH OR WITHOUT REVERSIBLEMETAPHYSEAL DYSPLASIA; APS1;;APS I;;AUTOIMMUNE POLYENDOCRINOPATHY-CANDIDIASIS-ECTODERMAL DYSTROPHY; APECED;;AUTOIMMUNE POLYGLANDULAR SYNDROME, TYPE I;;POLYGLANDULAR AUTOIMMUNE SYNDROME, TYPE I;;PGA I;;HYPOADRENOCORTICISM WITH HYPOPARATHYROIDISM AND SUPERFICIAL MONILIASISAUTOIMMUNE POLYENDOCRINOPATHY SYNDROME, TYPE I, AUTOSOMAL DOMINANT,INCLUDED;;POLYGLANDULAR DEFICIENCY SYNDROME, PERSIAN-JEWISH TYPE, INCLUDED"	"070.4,112,250.1,252.2,255.11,255.2,255.21,285,348.9,364.1,366,367.9,368.9,370.3,535.2,557,561.1,574.1,694,694.1,704.1"
"OMIM_116920"	"LEUKOCYTE ADHESION DEFICIENCY, TYPE I"	"038.1,041.1,523.1,523.3,565"
"OMIM_267750"	"KNOBLOCH SYNDROME, TYPE I"	"228,292.4,331,331.1,334.1,345.3,348.9,360,360.2,361,362.7,364.4,366,367.1,367.9,378,378.2,537,586.12,728.2"
"OMIM_255600"	"#255600 MYOSCLEROSIS, AUTOSOMAL RECESSIVE;;MYOPATHY, MYOSCLEROTIC;;MYOSCLEROSIS, CONGENITAL, OF LOWENTHAL"	"352.2,359.1,512.9,727.7,737.2,737.3,772.1,772.3"
"OMIM_182410"	"SNEDDON SYNDROME"	"292.1,292.3,292.4,333.1,333.3,339,340,342,345.3,352.2,362.4,386.2,401,430,433.21,433.3,443.8,580,772.3,782.6"
"OMIM_615688"	"#615688 POLYARTERITIS NODOSA, CHILDHOOD-ONSET; PAN;;ADA2 DEFICIENCY"	"285,292.11,300,334.1,339,342,356,377.1,378.5,401,442,573.3,573.6,579.2,695.81,716,729.3,770,782.6,783"
"OMIM_239500"	"#239500 HYPERPROLINEMIA, TYPE I; HPI;;PROLINE OXIDASE DEFICIENCY"	"269,312,313.1,313.2,315.3,345.1,345.3,350.3,580"
"OMIM_601152"	"#601152 HEREDITARY MOTOR AND SENSORY NEUROPATHY VI;;HMSN6;;HMSN VI;;PERIPHERAL NEUROPATHY AND OPTIC ATROPHY;;CHARCOT-MARIE-TOOTH DISEASE, TYPE 6; CMT6"	"350.2,350.5,350.6,356,359.1,368.4,377.1,378.2,389.1,389.4,473.3,687.4,737.2,737.3,772.1,772.3"
"OMIM_609260"	"#609260 CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2; CMT2A2;;CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2;;CHARCOT-MARIE-TOOTH DISEASE, NEURONAL, TYPE 2A2;;CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 2A2;;HEREDITARY MOTOR AND SENSORY NEUROPATHY IIA2; HMSN2A2;;HMSN IIA2"	"292.4,333.1,350.1,350.2,350.5,356,357,359.1,377.1,389,687.4,735.21,737.3,772.1"
"OMIM_181500"	"#181500 SCHIZOPHRENIA; SCZD;;SCHIZOAFFECTIVE DISORDER, INCLUDED"	"292.6,295.1,295.2"
"OMIM_101000"	"#101000 NEUROFIBROMATOSIS, TYPE II; NF2;;NEUROFIBROMATOSIS, CENTRAL TYPE;;ACOUSTIC SCHWANNOMAS, BILATERAL;;BILATERAL ACOUSTIC NEUROFIBROMATOSIS; BANF;;ACOUSTIC NEURINOMA, BILATERAL; ACN"	"172,191.11,199.4,225.1,334.1,339,340,350.2,350.3,352.2,356,362.26,364.1,366,367.9,377,386.2,389,389.1,389.4,694.2"
"OMIM_604364"	"#604364 EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI; FFEVF;;EPILEPSY, PARTIAL, WITH VARIABLE FOCI; FPEVF"	"313.3,315.3,345.3"
